player_id,player_name,team_id,team_name,competition_id,season_id,role,minutes,metric,latent_dimension,raw_metric_value,selected_normalization,normalized_metric_value,oriented_metric_score,percentile_rank,role_benchmark_band,direction
523287,Ismail Sayad,36100,US Yacoub El Mansour,1229,318,GK,1163.6832,obv_pass_90,GK_D1,0.07279851,percentile_rank,25.0,25.0,25.0,Poor,higher_is_better
522350,Mohamed Jemjami,36099,KAC Marrakech,1229,318,GK,1812.0667,obv_pass_90,GK_D1,0.16259137,percentile_rank,100.0,100.0,100.0,Excellent,higher_is_better
138950,Mehdi Harrar,2349,Raja Casablanca,1229,318,GK,2133.3833,obv_pass_90,GK_D1,0.07606484,percentile_rank,41.66666666666667,41.66666666666667,41.66666666666667,Average,higher_is_better
317852,Abderahmane El Houasli,11935,UTS Rabat,1229,318,GK,1286.4167,pass_length,GK_D1,46.972624005011795,winsorized_z_score,82.31988292555347,82.31988292555347,91.66666666666666,Good,higher_is_better
477675,Mohamed Idar,2889,Olympique Dcheïra,1229,318,GK,2196.5332,pass_length,GK_D1,45.18330864618289,winsorized_z_score,72.27819108537625,72.27819108537625,75.0,Average,higher_is_better
138841,Salaheddine Chihab,6995,Maghreb Fès,1229,318,GK,2015.4667,pass_length,GK_D1,38.258982749653256,winsorized_z_score,33.4186650041731,33.4186650041731,25.0,Poor,higher_is_better
139555,Aymane Majid,25917,CODM Meknès,1229,318,GK,1386.4,pass_length,GK_D1,41.157726525119614,winsorized_z_score,49.68650262890356,49.68650262890356,58.333333333333336,Average,higher_is_better
139572,Amine El Ouaad,2839,Ittihad Tanger,1229,318,GK,2078.9502,pass_length,GK_D1,42.71491122840691,winsorized_z_score,58.42547021865418,58.42547021865418,66.66666666666666,Average,higher_is_better
139011,Ahmed Reda Tagnaouti,2838,FAR Rabat,1229,318,GK,1502.3833,pass_length,GK_D1,32.056156335149865,winsorized_z_score,0.0,0.0,8.333333333333332,Very Poor,higher_is_better
36951,Babacar Niasse,2365,Difaâ El Jadida,1229,318,GK,2050.4001,pass_length,GK_D1,40.646946225071225,winsorized_z_score,46.81998815686767,46.81998815686767,50.0,Average,higher_is_better
138972,Mahdi Benabid,6994,Wydad Casablanca,1229,318,GK,2228.7834,pass_length,GK_D1,38.937222750316856,winsorized_z_score,37.22496837419669,37.22496837419669,33.33333333333333,Average,higher_is_better
362445,Badreddine Abyir,6992,Hassania Agadir,1229,318,GK,2208.4167,pass_length,GK_D1,45.76710390946502,winsorized_z_score,75.5544677365034,75.5544677365034,83.33333333333334,Good,higher_is_better
523287,Ismail Sayad,36100,US Yacoub El Mansour,1229,318,GK,1163.6832,pass_length,GK_D1,39.23746327457265,winsorized_z_score,38.909927265111904,38.909927265111904,41.66666666666667,Average,higher_is_better
522350,Mohamed Jemjami,36099,KAC Marrakech,1229,318,GK,1812.0667,pass_length,GK_D1,53.973503832547166,winsorized_z_score,100.0,100.0,100.0,Excellent,higher_is_better
138950,Mehdi Harrar,2349,Raja Casablanca,1229,318,GK,2133.3833,pass_length,GK_D1,32.50706565287068,winsorized_z_score,1.1387325198623512,1.1387325198623512,16.666666666666664,Poor,higher_is_better
317852,Abderahmane El Houasli,11935,UTS Rabat,1229,318,GK,1286.4167,p_pass_length,GK_D2,39.94406509399414,percentile_rank,25.0,25.0,25.0,Poor,higher_is_better
477675,Mohamed Idar,2889,Olympique Dcheïra,1229,318,GK,2196.5332,p_pass_length,GK_D2,49.7725830078125,percentile_rank,91.66666666666666,91.66666666666666,91.66666666666666,Good,higher_is_better
138841,Salaheddine Chihab,6995,Maghreb Fès,1229,318,GK,2015.4667,p_pass_length,GK_D2,40.659400939941406,percentile_rank,33.33333333333333,33.33333333333333,33.33333333333333,Average,higher_is_better
139555,Aymane Majid,25917,CODM Meknès,1229,318,GK,1386.4,p_pass_length,GK_D2,41.851112365722656,percentile_rank,41.66666666666667,41.66666666666667,41.66666666666667,Average,higher_is_better
