statsbomb_player_id,player_name,assigned_role,dominant_role,dominant_role_share,lineup_role_minutes,position_examples,season_minutes,threshold_minutes,eligible_for_initial_coefficients,experiment_008_status
475296,Rayane Mahtou,UNKNOWN,UNKNOWN,0.0,0.0,,22.116667,,False,available_population_recomputed_or_reused_from_role_resolution
148397,Valentin Carboni,UNKNOWN,UNKNOWN,0.0,0.0,,,,False,available_population_recomputed_or_reused_from_role_resolution
426515,Oussama Ichou,UNKNOWN,UNKNOWN,0.0,0.0,,,,False,available_population_recomputed_or_reused_from_role_resolution
449471,Ayman Tarrazi,MID,MID,1.0,26.25,Right Center Midfield,447.93335,900.0,False,available_population_recomputed_or_reused_from_role_resolution
399197,Abdesselam Lachhab,UNKNOWN,UNKNOWN,0.0,0.0,,,,False,available_population_recomputed_or_reused_from_role_resolution
386309,Anas Makkaoui,UNKNOWN,UNKNOWN,0.0,0.0,,22.833334,,False,available_population_recomputed_or_reused_from_role_resolution
425583,Mouad Dahak,UNKNOWN,UNKNOWN,0.0,0.0,Left Midfield,766.0,,False,available_population_recomputed_or_reused_from_role_resolution
453613,Baba Bello Ilou,CF,CF,1.0,92.63333000000002,Center Forward,1744.35,750.0,True,available_population_recomputed_or_reused_from_role_resolution
477555,Adam Brika,WINGER,WINGER,1.0,18.8,Right Wing; Right Midfield,1282.0334,750.0,True,available_population_recomputed_or_reused_from_role_resolution
522357,Mohamed Adam Benhita,CB,CB,1.0,206.68333,Right Center Back,439.0833,900.0,False,available_population_recomputed_or_reused_from_role_resolution
416299,Mohamed Amine Katiba,CF,CF,1.0,12.566667,Center Forward,403.25,750.0,False,available_population_recomputed_or_reused_from_role_resolution
463014,Moussa Koté,UNKNOWN,UNKNOWN,0.0,0.0,,172.1,,False,available_population_recomputed_or_reused_from_role_resolution
416303,El Mahdi Akoumi,MID,MID,0.8721556296649199,104.95,Left Center Midfield; Left Wing,1424.8833,900.0,True,available_population_recomputed_or_reused_from_role_resolution
416307,Taha Benrhozil,UNKNOWN,UNKNOWN,0.0,0.0,,796.1333,,False,available_population_recomputed_or_reused_from_role_resolution
393385,Nawfal Chninak,CF,CF,1.0,9.483334,Right Center Forward,19.316666,750.0,False,available_population_recomputed_or_reused_from_role_resolution
522339,Souleymane Cissé,MULTI_ROLE,CF,0.4618138424821002,41.900000000000006,Right Midfield; Right Back; Center Forward,1148.5333,,False,available_population_recomputed_or_reused_from_role_resolution
475118,Achraf Missou,UNKNOWN,UNKNOWN,0.0,0.0,,18.866667,,False,available_population_recomputed_or_reused_from_role_resolution
522709,Taha Majni,UNKNOWN,UNKNOWN,0.0,0.0,,836.61664,,False,available_population_recomputed_or_reused_from_role_resolution
523999,Zakaria Kessary,MID,MID,1.0,39.283333,Center Defensive Midfield; Right Defensive Midfield,688.55,900.0,False,available_population_recomputed_or_reused_from_role_resolution
