role_family,metric,normalization_method,normalized_skewness,normalized_kurtosis,normalized_outlier_pct,normalization_quality_score,experiment_008_status
GK,p_pass_length,log_transform,-1.3480638287405509,2.380834580146208,8.333333333333332,2.9551477854803214,not_recalibrated_full_population_unavailable
GK,p_pass_length,quantile_transform,5.4936412887732194e-11,3.677265602302522,16.666666666666664,2.671966134539531,not_recalibrated_full_population_unavailable
GK,p_pass_length,winsorized_z_score,0.4531624060158014,-0.897411785109,0.0,0.9018682985703016,not_recalibrated_full_population_unavailable
GK,pass_length,z_score,0.3151617316282662,0.5101772911501232,0.0,0.5702503772033278,not_recalibrated_full_population_unavailable
GK,pass_length,robust_z_score,0.315161731628266,0.5101772911501241,0.0,0.570250377203328,not_recalibrated_full_population_unavailable
GK,pass_length,percentile_rank,2.511597413639866e-16,-1.2000000000000002,0.0,0.6000000000000003,not_recalibrated_full_population_unavailable
GK,pass_length,min_max,0.3151617316282664,0.5101772911501232,0.0,0.570250377203328,not_recalibrated_full_population_unavailable
GK,pass_length,log_transform,-1.511882020174817,1.624703506934024,16.666666666666664,3.1575671069751623,not_recalibrated_full_population_unavailable
GK,pass_length,quantile_transform,5.493642044021713e-11,3.677265602302522,16.666666666666664,2.671966134539531,not_recalibrated_full_population_unavailable
GK,pass_length,winsorized_z_score,-0.1994600806710798,-0.3829346460895642,0.0,0.3909274037158619,not_recalibrated_full_population_unavailable
CB,aerial_ratio,z_score,-0.691953850654937,0.9603072574206326,4.0,1.3721074793652532,not_recalibrated_full_population_unavailable
CB,aerial_ratio,robust_z_score,-0.6919538506549371,0.9603072574206352,4.0,1.3721074793652546,not_recalibrated_full_population_unavailable
CB,aerial_ratio,percentile_rank,-1.9707567415786182e-16,-1.2000000000000002,0.0,0.6000000000000003,not_recalibrated_full_population_unavailable
CB,aerial_ratio,min_max,-0.6919538506549362,0.9603072574206308,4.0,1.3721074793652517,not_recalibrated_full_population_unavailable
CB,aerial_ratio,log_transform,-0.9503866073796556,1.687183341085813,4.0,1.993978277922562,not_recalibrated_full_population_unavailable
CB,aerial_ratio,quantile_transform,6.190115458518199e-11,5.487249497425395,8.0,3.1436247487745987,not_recalibrated_full_population_unavailable
CB,aerial_ratio,winsorized_z_score,-0.078380930776433,-0.9359839925856002,0.0,0.5463729270692331,not_recalibrated_full_population_unavailable
CB,ball_recoveries_90,z_score,-0.1474840822601251,-0.5572875113292088,0.0,0.4261278379247295,not_recalibrated_full_population_unavailable
CB,ball_recoveries_90,robust_z_score,-0.147484082260125,-0.5572875113292102,0.0,0.4261278379247301,not_recalibrated_full_population_unavailable
CB,ball_recoveries_90,percentile_rank,-1.1085506671379725e-16,-1.2000000000000002,0.0,0.6000000000000002,not_recalibrated_full_population_unavailable
CB,ball_recoveries_90,min_max,-0.1474840822601245,-0.5572875113292093,0.0,0.4261278379247292,not_recalibrated_full_population_unavailable
CB,ball_recoveries_90,log_transform,-1.191897124092941,1.5288572198068016,4.0,2.1563257339963418,not_recalibrated_full_population_unavailable
